,cms_zone,num_trips,num_walk_trips,num_transit_trips,num_bike_trips,num_taxi_trips,num_tnc_trips,num_complete_weekend_days,num_complete_weekdays,first_travel_date,last_travel_date,made_trips,smartphone_type,age,employment,worker,student,license,vehicle,congestion,drive_cbd_freq,planning_apps,job_type,jobs_count,industry,telework_freq,work_cms_zone,missing_work_location,work_mode,missing_school_location,bike_freq,bike_stolen,no_bike_nyc_bike_lanes,no_bike_nyc_paving,no_bike_nyc_storage,no_bike_nyc_long_trips,no_bike_nyc_showers,no_bike_nyc_modes,no_bike_nyc_unable,no_bike_nyc_other,bike_share_citi_bike,bike_share_jump,bike_share_lime,bike_share_none,bike_share_user,no_bike_share_unfamiliar,no_bike_share_expensive,no_bike_share_neighborhood,no_bike_share_stations,no_bike_share_personal_bike,no_bike_share_docks,no_bike_share_uncomfortable,no_bike_share_other,tnc_use_uber,tnc_use_lyft,tnc_use_via,tnc_use_juno,tnc_use_none,tnc_user,tnc_freq,tnc_purpose,tnc_mode,car_share_zipcar,car_share_car2go,car_share_enterprise,car_share_other,car_share_none,car_share_user,packages,harassment,gender,education,english_proficiency,ethnicity,race_american_indian,race_asian,race_black,race_native_hawaiian,race_white,race_other,disability_hearing,disability_seeing,disability_walking,disability_mobility,disability_dressing,disability_concentrating,disability_none,license-9998,license999,tnc_user-9998,tnc_user999,tnc_use_-9998,tnc_use_999,bike_-9998,bike_999,no_bike_nyc_-9998,no_bike_nyc_999,bike_share_-9998,bike_share_999,disability_-9998,disability_999,no_bike_share_-9998,no_bike_share_999,race_-9998,race_999
2394,Southern Bronx,21.0,21.0,0.0,0.0,0.0,0.0,2.0,5.0,06/07/2019,06/13/2019,1.0,1,7,6,0,1,0,995,4,995,5,995,0,995,995,Manhattan Core,0,995,0,5,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,6,1,106,0,0,0,0,1,0,4,1,1,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2395,Southern Bronx,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,06/05/2019,06/11/2019,0.0,1,8,6,0,0,0,995,1,995,2,995,0,995,995,Manhattan Core,0,995,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,995,995,995,0,0,0,0,1,0,4,4,1,6,1,999,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2396,Southern Bronx,112.0,93.0,21.0,0.0,0.0,0.0,2.0,5.0,06/03/2019,06/09/2019,1.0,1,8,3,1,0,0,995,2,995,3,2,1,9,4,Northern Bronx,0,106,0,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,995,995,995,0,0,0,0,1,0,4,4,2,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2397,Southern Bronx,25.0,17.0,8.0,0.0,0.0,0.0,2.0,5.0,06/08/2019,06/14/2019,1.0,1,8,6,0,0,0,995,4,995,4,995,0,995,995,Manhattan Core,0,995,0,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,4,5,106,0,0,0,0,1,0,2,4,1,3,2,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2398,Southern Bronx,31.0,18.0,11.0,0.0,0.0,0.0,1.0,4.0,06/02/2019,06/08/2019,1.0,2,4,6,0,1,0,995,1,995,2,995,0,995,995,Manhattan Core,0,995,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,7,1,105,0,0,0,0,1,0,4,3,2,2,1,997,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2399,Southern Bronx,32.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,05/29/2019,06/04/2019,1.0,1,6,6,0,0,0,995,-9998,-9998,-9998,995,0,995,995,Manhattan Core,0,995,0,-9998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,995,995,995,0,0,0,0,1,0,-9998,-9998,1,-9998,-9998,3,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2400,Southern Bronx,25.0,3.0,12.0,0.0,0.0,0.0,0.0,1.0,06/03/2019,06/09/2019,1.0,1,5,1,1,1,0,995,-9998,995,-9998,1,1,10,8,Southern Bronx,0,105,0,-9998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,3,105,0,0,0,0,1,0,-9998,-9998,1,-9998,-9998,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2401,Southern Bronx,38.0,12.0,5.0,0.0,0.0,0.0,1.0,2.0,06/02/2019,06/08/2019,1.0,2,5,2,1,0,1,995,4,995,-9998,2,1,10,8,Southern Bronx,0,105,0,-9998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,6,2,105,0,0,0,0,1,0,-9998,-9998,1,-9998,-9998,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2402,Southern Bronx,48.0,13.0,12.0,4.0,0.0,6.0,2.0,4.0,06/04/2019,06/10/2019,1.0,1,6,6,0,1,1,995,3,995,2,995,0,995,995,Manhattan Core,0,995,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,3,1,0,0,0,1,0,1,2,1,1,4,2,997,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403,Southern Bronx,36.0,12.0,22.0,0.0,0.0,2.0,2.0,5.0,05/25/2019,05/31/2019,1.0,2,5,2,1,0,1,995,2,995,1,2,2,10,8,Northern Bronx,0,102,0,3,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,3,2,106,0,0,0,0,1,0,8,3,1,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2404,Southern Bronx,47.0,1.0,4.0,2.0,0.0,0.0,0.0,2.0,06/11/2019,06/17/2019,1.0,2,5,1,1,2,1,995,4,995,-9998,1,1,14,8,Manhattan Core,1,105,1,-9998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,1,100,0,0,0,0,1,0,-9998,-9998,2,-9998,-9998,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2405,Southern Bronx,14.0,1.0,0.0,0.0,0.0,0.0,2.0,5.0,06/07/2019,06/13/2019,1.0,1,8,6,0,0,0,995,5,995,7,995,0,995,995,Manhattan Core,0,995,0,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,995,995,995,0,0,0,0,1,0,4,4,1,1,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2406,Southern Bronx,21.0,12.0,8.0,0.0,0.0,0.0,1.0,5.0,05/31/2019,06/06/2019,1.0,1,6,6,0,0,0,995,2,995,6,995,0,995,995,Manhattan Core,0,995,0,5,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,995,995,995,0,0,0,0,1,0,1,1,2,6,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2407,Southern Bronx,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,06/07/2019,06/13/2019,1.0,2,8,6,0,0,0,995,1,995,-9998,995,0,995,995,Manhattan Core,0,995,0,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,995,995,995,0,0,0,0,1,0,-9998,-9998,1,-9998,-9998,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2408,Southern Bronx,42.0,19.0,13.0,0.0,0.0,0.0,1.0,2.0,06/08/2019,06/14/2019,1.0,2,6,2,1,0,0,995,5,995,1,1,1,18,8,Manhattan Core,0,105,0,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,995,995,995,0,0,0,0,1,0,5,4,1,4,1,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2409,Southern Bronx,31.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,06/09/2019,06/15/2019,1.0,2,8,2,1,0,1,1,3,7,5,2,1,18,3,Manhattan Core,0,100,0,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,995,995,995,0,0,0,0,1,0,8,4,1,6,1,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2410,Southern Bronx,46.0,42.0,3.0,0.0,0.0,0.0,2.0,5.0,06/07/2019,06/13/2019,1.0,1,7,6,0,0,0,995,1,995,7,995,0,995,995,Manhattan Core,0,995,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,995,995,995,0,0,0,0,1,0,6,4,2,2,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2411,Staten Island,31.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,05/29/2019,06/04/2019,1.0,1,9,6,0,0,1,995,4,995,2,995,0,995,995,Manhattan Core,0,995,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,995,995,995,0,0,0,1,0,1,2,4,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2412,Southern Bronx,14.0,3.0,3.0,0.0,0.0,1.0,2.0,4.0,06/07/2019,06/13/2019,1.0,1,8,1,1,0,0,995,3,995,8,1,1,15,8,Southern Bronx,0,105,0,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,4,1,106,0,0,0,0,1,0,5,4,1,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2413,Southern Bronx,14.0,8.0,4.0,0.0,0.0,1.0,2.0,5.0,06/05/2019,06/11/2019,1.0,2,5,3,1,2,1,995,4,995,1,3,3,4,995,Manhattan Core,0,995,1,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,4,1,100,0,0,0,0,1,0,8,4,2,3,1,999,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2414,Southern Bronx,24.0,11.0,9.0,0.0,0.0,4.0,2.0,4.0,06/07/2019,06/13/2019,1.0,1,7,1,1,0,0,995,3,995,1,2,1,8,8,Northern Bronx,0,102,0,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,5,1,102,0,0,0,0,1,0,5,4,1,3,1,997,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2415,Southern Bronx,4.0,1.0,0.0,0.0,0.0,0.0,2.0,5.0,06/07/2019,06/13/2019,1.0,1,8,6,0,0,1,995,4,995,6,995,0,995,995,Manhattan Core,0,995,0,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,995,995,995,0,0,0,0,1,0,8,4,2,6,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2416,Southern Bronx,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,06/05/2019,06/11/2019,0.0,2,7,1,1,0,1,995,4,995,1,1,1,5,2,Manhattan Core,1,105,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,995,995,995,0,0,0,0,1,0,1,4,1,4,2,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2417,Southern Bronx,8.0,3.0,2.0,0.0,0.0,0.0,2.0,3.0,06/07/2019,06/13/2019,1.0,1,7,6,0,0,0,995,2,995,7,995,0,995,995,Manhattan Core,0,995,0,5,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,8,7,105,0,0,0,0,1,0,8,4,2,6,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2418,Southern Bronx,48.0,0.0,6.0,0.0,0.0,0.0,2.0,4.0,06/10/2019,06/16/2019,1.0,2,8,1,1,0,1,1,3,4,2,1,1,12,4,Southern Bronx,0,105,0,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,995,995,995,0,0,0,0,1,0,8,4,2,2,1,997,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2419,Southern Bronx,27.0,20.0,4.0,0.0,1.0,2.0,2.0,5.0,06/04/2019,06/10/2019,1.0,2,5,2,1,0,1,995,3,995,1,2,2,5,1,Manhattan Core,0,106,0,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,4,7,105,0,0,0,0,1,0,2,4,1,2,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2420,Southern Bronx,49.0,21.0,19.0,0.0,0.0,0.0,0.0,4.0,06/04/2019,06/10/2019,1.0,2,6,1,1,0,0,995,3,995,-9998,1,1,8,2,Manhattan Core,1,105,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,7,1,102,0,0,0,0,1,0,-9998,-9998,1,-9998,-9998,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2421,Southern Bronx,17.0,1.0,15.0,0.0,0.0,4.0,2.0,5.0,06/09/2019,06/15/2019,1.0,2,5,1,1,2,0,995,4,995,7,1,1,7,8,Southern Bronx,0,105,0,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,4,2,106,0,0,0,1,0,1,2,4,1,6,1,999,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2422,Southern Bronx,5.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,06/04/2019,06/10/2019,1.0,2,7,6,0,0,0,995,5,995,4,995,0,995,995,Manhattan Core,0,995,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,995,995,995,0,0,0,0,1,0,4,4,999,1,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2423,Southern Bronx,18.0,9.0,5.0,0.0,0.0,2.0,2.0,4.0,06/02/2019,06/08/2019,1.0,1,4,7,1,1,0,995,4,995,3,1,1,18,8,Manhattan Core,1,1,1,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,7,1,105,0,0,0,0,1,0,4,4,1,6,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2424,Southern Bronx,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,06/09/2019,06/15/2019,0.0,2,4,6,0,1,1,995,1,995,1,995,0,995,995,Manhattan Core,0,995,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,3,106,0,0,1,0,0,1,2,1,2,3,4,997,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2425,Southern Bronx,10.0,5.0,3.0,0.0,0.0,0.0,2.0,5.0,06/06/2019,06/12/2019,1.0,2,4,6,0,1,0,995,5,995,6,995,0,995,995,Manhattan Core,0,995,0,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,995,995,995,0,0,0,0,1,0,6,4,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2426,Southern Bronx,28.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,06/01/2019,06/07/2019,1.0,1,5,1,1,0,0,995,-9998,995,-9998,2,2,8,8,Manhattan Core,0,105,0,-9998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,995,995,995,-9998,-9998,-9998,-9998,-9998,-9998,-9998,-9998,1,-9998,-9998,997,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2427,Southern Bronx,50.0,30.0,14.0,0.0,0.0,3.0,1.0,4.0,06/10/2019,06/16/2019,1.0,1,5,1,1,2,1,996,5,6,1,1,1,8,8,Southern Bronx,0,1,1,5,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,4,1,105,0,0,0,0,1,0,6,4,1,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2428,Southern Bronx,41.0,22.0,1.0,0.0,0.0,6.0,2.0,3.0,05/29/2019,06/04/2019,1.0,2,6,1,1,0,1,995,5,995,1,1,1,5,8,Upper Manhattan,0,105,0,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,4,2,105,0,0,0,0,1,0,5,1,1,5,2,997,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2429,Southern Bronx,21.0,5.0,6.0,0.0,0.0,1.0,1.0,1.0,06/03/2019,06/09/2019,1.0,1,4,7,1,1,0,995,1,995,2,1,1,5,1,Manhattan Core,0,102,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,995,995,995,0,0,0,0,1,0,2,1,2,2,1,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2430,Southern Bronx,61.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,06/02/2019,06/08/2019,1.0,2,6,1,1,0,1,1,4,7,6,4,1,14,995,Manhattan Core,0,100,0,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,7,1,100,0,0,0,0,1,0,5,4,2,7,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2431,Southern Bronx,33.0,30.0,2.0,0.0,0.0,0.0,2.0,4.0,06/01/2019,06/07/2019,1.0,2,6,6,0,0,0,995,2,995,5,995,0,995,995,Manhattan Core,0,995,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,995,995,995,0,0,0,0,1,0,8,4,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2432,Southern Bronx,72.0,42.0,18.0,0.0,0.0,1.0,2.0,5.0,05/30/2019,06/05/2019,1.0,1,5,1,1,0,0,995,4,995,1,1,1,5,8,Upper Manhattan,0,102,0,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,5,1,102,0,0,0,0,1,0,5,4,1,5,1,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2433,Southern Bronx,85.0,18.0,11.0,0.0,0.0,0.0,2.0,3.0,06/03/2019,06/09/2019,1.0,2,6,7,1,0,1,1,5,8,2,1,1,18,8,Southern Bronx,0,5,0,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,6,5,5,0,0,0,0,1,0,4,2,1,3,1,999,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2434,Southern Bronx,34.0,13.0,16.0,0.0,0.0,1.0,1.0,5.0,06/07/2019,06/13/2019,1.0,2,8,2,1,0,0,995,2,995,1,1,1,9,8,Southern Bronx,0,105,0,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,5,4,105,0,0,0,1,0,1,6,1,1,7,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2435,Southern Bronx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,05/25/2019,05/31/2019,0.0,2,7,1,1,0,1,995,1,995,1,2,1,15,4,Manhattan Core,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,995,995,995,0,0,0,0,1,0,2,3,2,3,1,997,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2436,Southern Bronx,33.0,5.0,7.0,1.0,3.0,3.0,2.0,5.0,06/08/2019,06/14/2019,1.0,2,5,1,1,0,0,995,4,995,1,1,1,2,2,Southern Bronx,0,101,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,50,106,1,0,0,0,0,1,4,3,1,3,4,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2437,Southern Bronx,34.0,29.0,5.0,0.0,0.0,0.0,2.0,5.0,06/03/2019,06/09/2019,1.0,2,6,3,1,0,1,995,2,995,5,3,1,9,995,Manhattan Core,0,995,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,7,1,105,0,0,0,0,1,0,6,3,1,6,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2438,Southern Bronx,37.0,16.0,20.0,0.0,0.0,0.0,2.0,5.0,06/03/2019,06/09/2019,1.0,1,6,1,1,0,1,1,5,7,1,1,1,5,8,Manhattan Core,0,105,0,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,7,4,106,0,0,0,0,1,0,6,3,1,6,2,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2439,Southern Bronx,41.0,30.0,11.0,0.0,0.0,0.0,2.0,3.0,06/07/2019,06/13/2019,1.0,1,8,1,1,0,0,995,3,995,2,1,1,7,8,Upper Manhattan,0,102,0,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,995,995,995,0,0,0,0,1,0,3,4,2,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2440,Southern Bronx,48.0,9.0,20.0,0.0,0.0,6.0,2.0,2.0,06/13/2019,06/19/2019,1.0,1,8,1,1,0,1,995,2,995,5,1,1,18,7,Northern Bronx,0,105,0,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,6,4,102,0,0,0,0,1,0,6,4,1,7,1,997,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2441,Southern Bronx,25.0,13.0,5.0,4.0,0.0,1.0,2.0,5.0,06/08/2019,06/14/2019,1.0,2,5,1,1,0,0,995,5,995,4,1,2,8,8,Southern Bronx,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,6,2,100,0,0,0,0,1,0,7,4,1,3,1,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2442,Staten Island,47.0,5.0,19.0,0.0,0.0,2.0,2.0,3.0,06/05/2019,06/11/2019,1.0,2,5,1,1,0,1,1,3,7,4,1,1,7,8,Manhattan Core,0,105,0,5,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,6,60,1,0,0,0,0,1,0,2,2,1,7,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2443,Staten Island,21.0,5.0,8.0,0.0,0.0,0.0,2.0,3.0,06/04/2019,06/10/2019,1.0,2,9,2,1,0,1,1,1,7,1,1,1,7,2,Manhattan Core,1,102,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,995,995,995,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2444,Staten Island,23.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,06/12/2019,06/18/2019,1.0,1,8,7,1,0,1,1,3,8,2,2,1,18,8,Manhattan Core,0,100,0,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,995,995,995,0,0,0,0,1,0,2,4,1,6,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
